t,controller,trajectory,run_id,odom_x,odom_y,odom_yaw,odom_v,odom_w,desired_x,desired_y,desired_yaw,error_ex,error_ey,error_etheta,cmd_v,cmd_w
0.2,Backstepping,circle,sim,-0.04385567860568681,0.02946445216282293,-0.08622442301955384,0.04331808397860907,0.011708758118436722,0.001599999317333421,1.2799997269885566e-06,0.0016000000000000003,0.048696424927397855,-0.02542798102607786,0.08805859818192258,0.054895145484133344,0.02065203507023749
0.22,Backstepping,circle,sim,-0.04295183942660001,0.029386325440096048,-0.08595363003190995,0.04536047416133167,0.013539649382194726,0.0019359987906145842,1.8740474146961006e-06,0.0019360000000000002,0.04815880740436184,-0.025409653625404954,0.08816042301955385,0.05605869432158959,0.022725153387793223
0.24,Backstepping,circle,sim,-0.04200887819527075,0.029305074305481658,-0.08564609066269895,0.04732276488821545,0.015376968460550169,0.0023039979615687967,2.6542068258805784e-06,0.0023039999999999996,0.047611289071621404,-0.025390078885024966,0.08825763003190995,0.057214301455727964,0.02479941490056079
0.26,Backstepping,circle,sim,-0.041031418926356596,0.029221153446330236,-0.0853015236998944,0.049052760701791896,0.01722834814022693,0.0027039967048995946,3.6558057725510906e-06,0.0027040000000000007,0.04705547003405975,-0.02536921456819432,0.08835009066269894,0.05836324913851437,0.02687473710731425
0.28,Backstepping,circle,sim,-0.04001925678909121,0.029134604451631702,-0.08491808432689155,0.05079278788856147,0.019171968650143083,0.0031359948598392857,4.9172439701150594e-06,0.0031360000000000008,0.046495990642548245,-0.02534702650334375,0.0884375236998944,0.05950925220148387,0.028951020822183374
0.3,Backstepping,circle,sim,-0.03897537786780522,0.029045746563472336,-0.08449621009166741,0.0523827005459183,0.021093711761206974,0.0035999922240050387,6.4799930016290475e-06,0.0036,0.04593260535541684,-0.02532355196664705,0.08851808432689155,0.060652120247562155,0.031028006582740228
0.32,Backstepping,circle,sim,-0.037900672098789334,0.028954721267490643,-0.08403585111481171,0.0539276852475746,0.023017948842784436,0.004095988546763486,8.388596271835524e-06,0.004096000000000001,0.045368329684450655,-0.025298723765762823,0.08859221009166741,0.06179426761723783,0.03310562653502221
0.34,Backstepping,circle,sim,-0.03679470095307473,0.0288615606367569,-0.08353643261365024,0.05549439337158285,0.024970925058073547,0.004623983522103846,1.0690668951540694e-05,0.0046240000000000005,0.044804063278723216,-0.025272498030089855,0.0886598511148117,0.06293641689053804,0.035183770669464716
0.36,Backstepping,circle,sim,-0.035659594535566344,0.028766516710275903,-0.08299476629853199,0.056953927147951104,0.027083315755912413,0.005183976781019614,1.3436897908225554e-05,0.005183999999999999,0.044239359750673064,-0.02524485445403481,0.08872043261365023,0.06407821519180715,0.03726226652072877
0.38,Backstepping,circle,sim,-0.03449670546756142,0.028669780791883676,-0.08241247602923812,0.058345283065397484,0.029114513464692862,0.005775967883398813,1.6681041623556325e-05,0.005776000000000002,0.043676285076512916,-0.025215887965043933,0.08877076629853198,0.06522132691439995,0.03934060232331955
0.4,Backstepping,circle,sim,-0.03330616973882993,0.028571443063214932,-0.0817890524477588,0.05972950757929337,0.03117117907396634,0.006399956309422813,2.0479930095018695e-05,0.006400000000000001,0.04311624713937769,-0.02518548425157699,0.08881247602923813,0.06636687814880726,0.04141881315928296
0.42,Backstepping,circle,sim,-0.03208971171333166,0.028471727667724253,-0.08112433053778961,0.061026905703489,0.033236095498460475,0.007055941450473815,2.4893464718567238e-05,0.007056000000000001,0.042559379315229386,-0.025153622918767722,0.08884505244775881,0.06751498081007579,0.04349668412364862
0.44,Backstepping,circle,sim,-0.030845642412928743,0.028370581394672918,-0.08042079116464272,0.062408713188888354,0.03517696865734465,0.007743922599550954,2.99846181526231e-05,0.007744000000000002,0.04200741787608007,-0.025120270970964944,0.08886833053778961,0.06866702834434796,0.04557403699335394
0.46,Backstepping,circle,sim,-0.02957499351152176,0.02826817393594261,-0.07967525639577876,0.06373844833086181,0.03727673844319813,0.008463898941195102,3.58194341593121e-05,0.008464000000000003,0.04145874106331555,-0.025085285851978945,0.0888847911646427,0.0698217192207992,0.04765108745598716
